permalink,wineryname,wineryowner,permitnumber,street,city,state,zipcode,county,lat,lng
/CA/SANTA-BARBARA/ORCUTT/AUTONOM-LLC/,AUTONOM LLC,AUTONOM LLC,CA-W-21665,9050 SAN ANTONIO RD,ORCUTT,CA,93455,SANTA BARBARA,34.766147,-120.435202
/CA/Napa/RUTHERFORD/HERENCIA-WINE-COMPANY/,HERENCIA WINE COMPANY,HERENCIA WINE COMPANY INC.,CA-W-21666,1443 SILVERADO TRL,RUTHERFORD,CA,94573,Napa,38.304174,-122.277843
/CA/Sonoma/SEBASTOPOL/CHAR-VALE-VINEYARDS-LLC/,CHAR VALE VINEYARDS LLC,CHAR VALE VINEYARDS LLC,CA-W-21667,9280 OCCIDENTAL RD,SEBASTOPOL,CA,95472,Sonoma,38.423367,-122.869619
/CA/Napa/NAPA/MW-WINES/,MW WINES,M.W. FAMILY WINE COMPANY L.L.C.,CA-W-21668,620 TRANCAS ST,NAPA,CA,94558,Napa,38.326028,-122.287696
/CA//LODI/STONUM-VINEYARDS/,STONUM VINEYARDS,STONUM VINEYARDS INC.,CA-W-21669,16388 N ALPINE RD,LODI,CA,95240,,38.129713,-121.215227
/CA/NAPA/NAPA/ROBERT-BIALE-VINEYARDS/,ROBERT BIALE VINEYARDS,THE BIALE ESTATE,CA-W-2167,4038 BIG RANCH ROAD,NAPA,CA,94558,NAPA,38.349175,-122.303323
/CA/SAN-LUIS-OBISPO/PASO-ROBLES/LEAGUE-OF-ROGUES/,LEAGUE OF ROGUES,JESS AND JAKE WINES LLC,CA-W-21670,4230 S BUENA VISTA DR,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.663345,-120.668705
/CA/SAN-DIEGO/CARLSBAD/CALIFORNIA-FRUIT-WINE-COMPANY/,CALIFORNIA FRUIT WINE COMPANY,CALIFORNIA FRUIT WINE CORP.,CA-W-21671,3186 LIONSHEAD AVE,CARLSBAD,CA,92010,SAN DIEGO,33.132977,-117.238791
/CA//MARINA/SINECURE-WINE-LLC/,SINECURE WINE LLC,SINECURE WINE LLC,CA-W-21672,3344 PAUL DAVIS DR,MARINA,CA,93933,,36.699329,-121.793874
/CA/SAN-DIEGO/WARNER-SPRINGS/EMERALD-CREEK-WINERY/,EMERALD CREEK WINERY,HILL SPRINGS FARMS LLC,CA-W-21673,38642 HIGHWAY 79,WARNER SPRINGS,CA,92086,SAN DIEGO,33.409184,-116.820063
/CA/Monterey/MARINA/WINDY-OAKS-ESTATE/,WINDY OAKS ESTATE,STRATEGY PARTNERS INTERNATIONAL,CA-W-21674,3344 PAUL DAVIS DR,MARINA,CA,93933,Monterey,36.699329,-121.793874
/CA//SAN-FRANCISCO/DIVERGENT-VINE/,DIVERGENT VINE,DIVERGENT VINE LLC,CA-W-21675,995 9TH ST,SAN FRANCISCO,CA,94130,,37.825851,-122.369472
/CA/Napa/ANGWIN/DREAM-SIECKERS-LLC/,DREAM SIECKERS LLC,DREAM SIECKERS LLC,CA-W-21676,994 WHITE COTTAGE RD N,ANGWIN,CA,94508,Napa,38.593761,-122.443253
/CA/SANTA-BARBARA/SANTA-MARIA/CHALLEN-WINERY/,CHALLEN WINERY,COWBOY GHOST LLC,CA-W-21677,2330 WESTGATE RD,SANTA MARIA,CA,93454,SANTA BARBARA,34.918567,-120.460379
/CA//NAPA/TURLEY-WINE-CELLARS-INC/,TURLEY WINE CELLARS INC.,TURLEY WINE CELLARS INC.,CA-W-21678,201 DEVLIN RD,NAPA,CA,94558,,38.236942,-122.265406
/CA/TRINITY/HAYFORK/CURVY-ROADS-KEGGED-WINES/,CURVY ROADS KEGGED WINES,DRAFT WINES LLC,CA-W-21679,100 HORSEWATER LN,HAYFORK,CA,96041,TRINITY,40.552768,-123.181657
/CA/NAPA/OAKVILLE/NOVA-WINES-INC/,NOVA WINES INC.,NOVA WINES INC.,CA-W-2168,7830-40 ST. HELENA HIGHWAY STE. 14,OAKVILLE,CA,94562,NAPA,38.436364,-122.402353
/CA/SAN-FRANCISCO/SAN-FRANCISCO/MIGHTY-YEE-WINES/,MIGHTY YEE WINES,MIGHTY YEE LLC,CA-W-21680,2455 THIRD ST,SAN FRANCISCO,CA,94107,SAN FRANCISCO,37.758543,-122.387995
/CA/Sonoma/SEBASTOPOL/WINNERS-CIRCLE-WINERY-LLC/,WINNER'S CIRCLE WINERY LLC,WINNER'S CIRCLE WINERY LLC,CA-W-21681,4940 ROSS RD,SEBASTOPOL,CA,95472,Sonoma,38.454258,-122.881429
/CA/SAN-DIEGO/RAMONA/HARBOUR-FARM-AND-VINEYARD/,HARBOUR FARM AND VINEYARD,DAVID S. HARBOUR,CA-W-21682,3326 HIGHWAY 67,RAMONA,CA,92065,SAN DIEGO,33.015728,-116.905268
/CA/Sonoma/GEYSERVILLE/CANNONBALL-WINE-&-SPIRITS-LLC/,CANNONBALL WINE & SPIRITS LLC,CANNONBALL WINE & SPIRITS LLC,CA-W-21683,4001 HIGHWAY 128,GEYSERVILLE,CA,95441,Sonoma,38.688662,-122.848867
/CA/Sonoma/HEALDSBURG/LIMERICK-LANE-CELLARS/,LIMERICK LANE CELLARS,MARIETTA CELLARS INCORPORATED,CA-W-21684,1023 LIMERICK LN,HEALDSBURG,CA,95448,Sonoma,38.588266,-122.829963
/CA/Napa/NAPA/HILL-FAMILY-ESTATE/,HILL FAMILY ESTATE,HILL ESTATES INC.,CA-W-21685,5055 SOLANO AVE,NAPA,CA,94558,Napa,38.354007,-122.335004
/CA/Napa/ST.-HELENA/LIGHTNING-WINES/,LIGHTNING WINES,LIGHTNING WINE FARM LLC,CA-W-21686,3125 ST. HELENA HWY N,ST. HELENA,CA,94574,Napa,38.527991,-122.502666
/CA/NAPA/NAPA/ROY-PIPER-WINES/,ROY PIPER WINES,PIPER CELLARS LLC,CA-W-21687,45 ENTERPRISE CT,NAPA,CA,94558,NAPA,38.260379,-122.274204
/CA/NAPA/CALISTOGA/TOM-EDDY-WINERY/,TOM EDDY WINERY,TOM EDDY WINERY LLC,CA-W-21688,3870 HIGHWAY 128,CALISTOGA,CA,94515,NAPA,38.60408,-122.642145
/CA/Napa/YOUNTVILLE/CHRISTOPHER-TYNAN-WINES/,CHRISTOPHER TYNAN WINES,CHRISTOPHER TYNAN WINES LLC,CA-W-21689,1473 YOUNTVILLE CROSS RD,YOUNTVILLE,CA,94599,Napa,38.426275,-122.342728
/CA/NAPA/NAPA/MOSS-CREEK-WINERY/,MOSS CREEK WINERY,MOSS CREEK WINERY & VINEYARDS INC.,CA-W-2169,6015 STEELE CANYON RD,NAPA,CA,94558,NAPA,38.445905,-122.194973
/CA/SANTA-CLARA/SAN-JOSE/BELLA-MONTAGNA-LLC/,BELLA MONTAGNA LLC,BELLA MONTAGNA LLC,CA-W-21690,3786 QUIMBY RD,SAN JOSE,CA,95148,SANTA CLARA,37.33182,-121.763547
/CA/SONOMA/SANTA-ROSA/THE-PINOT-ELITE-LLC/,THE PINOT ELITE LLC,THE PINOT ELITE LLC,CA-W-21691,4545 THOMAS LAKE HARRIS DR,SANTA ROSA,CA,95403,SONOMA,38.493007,-122.72366
/CA/RIVERSIDE/TEMECULA/COCO-VINEYARDS/,COCO VINEYARDS,LAWRENCE NUNZIO COCO,CA-W-21692,39740 VIA CARMELO,TEMECULA,CA,92592,RIVERSIDE,33.541871,-116.968048
/CA/NAPA/NAPA/KACHINA-CELLARS-LLC/,KACHINA CELLARS LLC,KACHINA CELLARS LLC,CA-W-21693,5055 SOLANO AVE,NAPA,CA,94558,NAPA,38.354007,-122.335004
/CA/SAN-LUIS-OBISPO/PASO-ROBLES/J+B-VINEYARDS/,J+B VINEYARDS,SIXMILEBRIDGE LLC,CA-W-21694,5414 VINEYARD DR,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.57707,-120.792583
/CA/SAN-LUIS-OBISPO/ATASCADERO/RUBY-CELLARS/,RUBY CELLARS,RUBY CELLARS LLC,CA-W-21695,6625 SANTA CRUZ RD,ATASCADERO,CA,93422,SAN LUIS OBISPO,35.520891,-120.708445
/CA/SANTA-BARBARA/BUELLTON/MALLEA-FOOD-&-WINE-LLC/,MALLEA FOOD & WINE LLC,MALLEA FOOD & WINE LLC,CA-W-21696,84 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA,34.611588,-120.200469
/CA/LOS-ANGELES/SANTA-CLARITA/ARGONZA-CELLARS/,ARGONZA CELLARS,ARGONZA ESTATE,CA-W-21697,25327 AVENUE STANFORD,SANTA CLARITA,CA,91355,LOS ANGELES,34.434465,-118.579583
/CA/Napa/ST.-HELENA/MENDING-WALL/,MENDING WALL,3730 SILVERADO TRAIL LLC,CA-W-21698,3730 SILVERADO TRAIL,ST. HELENA,CA,94574,Napa,38.554852,-122.501647
/CA/SAN-LUIS-OBISPO/PASO-ROBLES/TYLER-DAVID-WINE-WORKS-LLC/,TYLER DAVID WINE WORKS LLC,TYLER DAVID WINE WORKS LLC,CA-W-21699,3230 RIVERSIDE AVE,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.648156,-120.689319
/CA/NAPA/OAKVILLE/SILVER-OAK-WINE-CELLARS/,SILVER OAK WINE CELLARS,SILVER OAK WINE CELLARS INC.,CA-W-2170,915 OAKVILLE CROSSROAD,OAKVILLE,CA,94562,NAPA,38.440442,-122.380979
/CA/Calaveras/COPPEROPOLIS/VINO-METATE-INC/,VINO METATE INC.,VINO METATE INC.,CA-W-21700,90 ROCK CREEK RD,COPPEROPOLIS,CA,95228,Calaveras,37.984628,-120.647097
/CA//ESCONDIDO/TUSCANDIDO-WINERY/,TUSCANDIDO WINERY,JAMES TONDELLI,CA-W-21701,2919 HILL VALLEY DR,ESCONDIDO,CA,92029,,33.123534,-117.132542
/CA/Napa/CALISTOGA/DAVIS-ESTATES/,DAVIS ESTATES,DAVIS ESTATES LLC,CA-W-21702,4060 SILVERADO TRL,CALISTOGA,CA,94515,Napa,38.570026,-122.51228
/CA/Sonoma/SEBASTOPOL/BODKIN-WINES/,BODKIN WINES,WEFEW VINTNERS LLC,CA-W-21703,2064 GRAVENSTEIN HWY N,SEBASTOPOL,CA,95472,Sonoma,38.424216,-122.848438
/CA/Alameda/BERKELEY/NEW-WORLD-KOSHER-INC/,NEW WORLD KOSHER INC.,NEW WORLD KOSHER INC.,CA-W-21704,1102 6TH ST,BERKELEY,CA,94710,Alameda,37.882101,-122.302594
/CA//SAN-FRANCISCO/RYAN-COCHRANE-WINES/,RYAN COCHRANE WINES,RYAN COCHRANE AND CATHERINE COCHRANE,CA-W-21705,2455 THIRD ST,SAN FRANCISCO,CA,94107,,37.758543,-122.387995
/CA/Calaveras/VALLECITO/ZUCCA-MOUNTAIN-VINEYARDS-LLC/,ZUCCA MOUNTAIN VINEYARDS LLC,ZUCCA MOUNTAIN VINEYARDS LLC,CA-W-21706,7830 AIROLA RD,VALLECITO,CA,95251,Calaveras,38.032216,-120.47803
/CA//NAPA/MARSTON-FAMILY-VINEYARD/,MARSTON FAMILY VINEYARD,MARSTON FAMILY VINEYARD LLC,CA-W-21707,270 KREUZER LN,NAPA,CA,94559,,38.28715,-122.236146
/CA/Sonoma/SANTA-ROSA/PORTER-BASS-VINEYARDS/,PORTER-BASS VINEYARDS,PORTER-BASS LLC,CA-W-21708,3033 COFFEY LN,SANTA ROSA,CA,95403,Sonoma,38.464688,-122.743221
/CA/SANTA-BARBARA/BUELLTON/SWEETZER-CELLARS-INC/,SWEETZER CELLARS INC.,SWEETZER CELLARS INC.,CA-W-21709,35 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA,34.609273,-120.202622
/CA/SONOMA/GEYSERVILLE/SILVER-OAK-WINE-CELLARS/,SILVER OAK WINE CELLARS,SILVER OAK WINE CELLARS INC.,CA-W-2171,24625 CHIANTI RD,GEYSERVILLE,CA,95441,SONOMA,38.741824,-122.956098
/CA/Napa/SAINT-HELENA/HARRIS-ESTATE-VINEYARDS/,HARRIS ESTATE VINEYARDS,HARRIS ESTATE VINEYARDS LLC,CA-W-21710,3730 SILVERADO TRL,SAINT HELENA,CA,94574,Napa,38.554852,-122.501647
/CA/Napa/RUTHERFORD/CHARTHIA-CELLARS/,CHARTHIA CELLARS,THE CHARTHIA GROUP LLC,CA-W-21711,1443 SILVERADO TRAIL S.,RUTHERFORD,CA,94573,Napa,38.304174,-122.277843
/CA/VENTURA/VENTURA/ANDREMILY-INC/,ANDREMILY INC.,ANDREMILY INC.,CA-W-21712,2476 PALMA DR,VENTURA,CA,93003,VENTURA,34.251158,-119.226477
/CA/Napa/NAPA/J-MOSS/,J. MOSS,J. MOSS WINES LLC,CA-W-21713,901 ENTERPRISE WAY,NAPA,CA,94558,Napa,38.258745,-122.273515
/CA/YOLO/ESPARTO/RH-PHILLIPS-WINERY/,R.H. PHILLIPS WINERY,CONSTELLATION BRANDS U.S. OPERATIONS INC.,CA-W-21714,26836 COUNTY ROAD 12A,ESPARTO,CA,95627,YOLO,38.804461,-122.022144
/CA/SANTA-BARBARA/SANTA-MARIA/FEELEY-WINES/,FEELEY WINES,OLIVE HOUSE INC.,CA-W-21715,,SANTA MARIA,CA,93455,SANTA BARBARA,34.953034,-120.435719
/CA/SAN-DIEGO/ESCONDIDO/ZXQ-VINEYARDS/,ZXQ VINEYARDS,ZXQ ENTERPRISES LLC,CA-W-21716,15454 HIGHLANDS CREST WAY,ESCONDIDO,CA,92025,SAN DIEGO,33.066204,-116.999113
/CA/Napa/NAPA/KIEU-HOANG-WINERY/,KIEU HOANG WINERY,KIEU HOANG WINERY LLC,CA-W-21717,1285 DEALY LN,NAPA,CA,94559,Napa,38.268562,-122.347915
/CA//SOMERSET/RED-BUCKET-WINE-LLC/,RED BUCKET WINE LLC,RED BUCKET WINE LLC,CA-W-21718,5050 GRANITE SPRINGS RD,SOMERSET,CA,95684,,38.606664,-120.678398
/CA/SANTA-BARBARA/LOS-OLIVOS/SAARLOOS-AND-SONS-AREA-51/,SAARLOOS AND SONS AREA 51,SAARLOOS ESTATE VINEYARDS LLC,CA-W-21719,5249 FOXEN CANYON RD,LOS OLIVOS,CA,93441,SANTA BARBARA,34.746588,-120.11741
/CA/Alameda/LIVERMORE/OMEGA-ROAD-WINERY/,OMEGA ROAD WINERY,HENKELBURY INC,CA-W-21720,2135 S VASCO RD,LIVERMORE,CA,94550,Alameda,37.677065,-121.719685
/CA/SONOMA/CLOVERDALE/THOMPSON-FAMILY-WINES-LLC/,THOMPSON FAMILY WINES LLC,THOMPSON FAMILY WINES LLC,CA-W-21721,595 SANTANA DR,CLOVERDALE,CA,95425,SONOMA,38.78789,-123.004739
/CA/SAN-LUIS-OBISPO/PASO-ROBLES/KENNETH-PAUL-WINERY/,KENNETH PAUL WINERY,KENNETH MUNDEE,CA-W-21722,3350 E HWY 46,PASO ROBLES,CA,93446,SAN LUIS OBISPO,35.646789,-120.636317
/CA//VISTA/BROOKING-VINEYARDS/,BROOKING VINEYARDS,BROOKING VINEYARDS LLC,CA-W-21723,375 SKYLINE DR,VISTA,CA,92084,,33.201711,-117.214128
/CA/Sonoma/GEYSERVILLE/MOREHOUSE-ESTATES/,MOREHOUSE ESTATES,JOHN MOREHOUSE,CA-W-21724,18850 HASSETT LN,GEYSERVILLE,CA,95441,Sonoma,38.676362,-122.862232
/CA/Mendocino/REDWOOD-VALLEY/LOLONIS-FAMILY-VINEYARDS-&-WINERY-INC/,LOLONIS FAMILY VINEYARDS & WINERY INC.,LOLONIS FAMILY VINEYARDS & WINERY INC.,CA-W-21725,1905 ROAD D,REDWOOD VALLEY,CA,95470,Mendocino,39.268895,-123.189748
/CA/TEHAMA/COTTONWOOD/HOOKER-CREEK-VINEYARD/,HOOKER CREEK VINEYARD,MICHAEL T. FRAWLEY & KARYN K. FRAWLEY,CA-W-21726,17000 NORTH GRANITE DR,COTTONWOOD,CA,96022,TEHAMA,40.288659,-122.28843
/CA/Sonoma/HEALDSBURG/V2-WINE-GROUP/,V2 WINE GROUP,V2 WINE GROUP LLC,CA-W-21727,499 MOORE LN,HEALDSBURG,CA,95448,Sonoma,38.612931,-122.876547
/CA/SANTA-CLARA/MORGAN-HILL/CHIRALA-VINEYARDS/,CHIRALA VINEYARDS,MURALI CHIRALA AND ANU CHIRALA,CA-W-21728,15354 SYCAMORE DR,MORGAN HILL,CA,95037,SANTA CLARA,37.093427,-121.649929
/CA/SANTA-BARBARA/BUELLTON/SECTION-WINES-LLC/,SECTION WINES LLC,SECTION WINES LLC,CA-W-21729,65 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA,34.625642,-120.186454
/CA/SAN-LUIS-OBISPO/CHOLAME/HEARST-RANCH-WINERY/,HEARST RANCH WINERY,MIRASOL WINE LLC,CA-W-21730,19215 E HIGHWAY 46,CHOLAME,CA,93461,SAN LUIS OBISPO,35.723324,-120.297089
/CA/VENTURA/VENTURA/BLENDZ-WINES/,BLENDZ WINES,BLENDZ WINES LLC,CA-W-21731,2290 EASTMAN AVE,VENTURA,CA,93003,VENTURA,34.252489,-119.229285
/CA/SONOMA/WINDSOR/BENNETT-VALLEY-VINEYARD-&-WINERY-INC/,BENNETT VALLEY VINEYARD & WINERY INC.,BENNETT VALLEY VINEYARD & WINERY INC.,CA-W-21732,1230 SHILOH RD,WINDSOR,CA,95492,SONOMA,38.525716,-122.803195
/CA/MENDOCINO/PHILO/CALIFORNIA-CIDER-HOUSE-LLC/,CALIFORNIA CIDER HOUSE LLC,CALIFORNIA CIDER HOUSE LLC,CA-W-21733,6400 HIGHWAY 128,PHILO,CA,95403,MENDOCINO,39.08604,-123.474342
/CA/NAPA/NAPA/WHITE-ROCK-VINEYARDS-INC/,WHITE ROCK VINEYARDS INC.,WHITE ROCK VINEYARDS INC.,CA-W-21734,1115 LOMA VISTA DR,NAPA,CA,94558,NAPA,38.377537,-122.286576
/CA/Sonoma/SANTA-ROSA/MOONSTAR-WINERY/,MOONSTAR WINERY,JOON S MOON,CA-W-21735,5580 ALPINE RD,SANTA ROSA,CA,95404,Sonoma,38.521698,-122.663279
/CA/PLACER/ALTA/LEE-RANCH-CIDER-COMPANY/,LEE RANCH CIDER COMPANY,TIMOTHY HAROLD CALVERT,CA-W-21736,432 LEE RD,ALTA,CA,95701,PLACER,39.214028,-120.797906
/CA/SANTA-BARBARA/SANTA-YNEZ/TENSLEY-WINE-INC/,TENSLEY WINE INC.,TENSLEY WINE INC.,CA-W-21737,3010 ROBLAR AVE,SANTA YNEZ,CA,93460,SANTA BARBARA,34.648921,-120.096112
/CA/SAN-JOAQUIN/COPPEROPOLIS/RESTLESS-FROG-LLC/,RESTLESS FROG LLC,RESTLESS FROG LLC,CA-W-21738,90 ROCK CREEK RD,COPPEROPOLIS,CA,95228,SAN JOAQUIN,37.984628,-120.647097
/CA/Sonoma/HEALDSBURG/E-STRING-CELLARS/,E STRING CELLARS,E STRING CELLARS LLC,CA-W-21739,7171 W DRY CREEK RD,HEALDSBURG,CA,95448,Sonoma,38.681175,-122.952457
/CA/SONOMA/SANTA-ROSA/DIALECT-WINES-LLC/,DIALECT WINES LLC,DIALECT WINES LLC,CA-W-21740,3360 COFFEY LN,SANTA ROSA,CA,95403,SONOMA,38.472261,-122.744474
/CA/Napa/NAPA/BRICK-ANGEL/,BRICK ANGEL,BALL WINES LLC,CA-W-21741,902 ENTERPRISE WAY,NAPA,CA,94558,Napa,38.258728,-122.271725
/CA/SAN-LUIS-OPISPO/PASO-ROBLES/TOLLIVER-RANCH-BRANDS/,TOLLIVER RANCH BRANDS,TOLLIVER RANCH BRANDS LLC,CA-W-21742,,PASO ROBLES,CA,93446,SAN LUIS OPISPO,35.636876,-120.654502
/CA/SAN-FRANCISCO/SAN-FRANCISCO/BRAVIUM/,BRAVIUM,FORTUNATUS LLC,CA-W-21743,1225 MINNESOTA ST,SAN FRANCISCO,CA,94107,SAN FRANCISCO,37.75475,-122.38978
/CA//GARDENA/HONEST-ABE-CIDERY-LLC/,HONEST ABE CIDERY LLC,HONEST ABE CIDERY LLC,CA-W-21745,17800 S MAIN ST,GARDENA,CA,90248,,33.869346,-118.274695
/CA//PASO-ROBLES/PAYDIRT/,PAYDIRT,PAYDIRT WINES LLC,CA-W-21746,2323 TULEY RD,PASO ROBLES,CA,93446,,35.644057,-120.655842
/CA/Lake/CLEARLAKE-OAKS/SHANNON-RIDGE-FAMILY-OF-WINES/,SHANNON RIDGE FAMILY OF WINES,SHANNON RIDGE INC.,CA-W-21747,750 ROUND MOUNTAIN RD,CLEARLAKE OAKS,CA,95423,Lake,39.039264,-122.621075
/CA/Amador/PLYMOUTH/AMADOR-FOOTHILL-WINERY/,AMADOR FOOTHILL WINERY,ANN AINSLEY THOMAS LLC,CA-W-21748,12500 STEINER RD,PLYMOUTH,CA,95669,Amador,38.538428,-120.790396
/CA/NAPA/OAKVILLE/MORGAN-WRIGHT-WINE-CELLARS/,MORGAN WRIGHT WINE CELLARS,MORGAN WRIGHT WINE CELLARS LTD.,CA-W-21749,7830 - 40 SAINT HELENA HWY,OAKVILLE,CA,94562,NAPA,38.436364,-122.402353
/CA/Sonoma/SANTA-ROSA/ENFIELD-WINE-CO/,ENFIELD WINE CO.,JOHN ENFIELD LOCKWOOD,CA-W-21750,1160 HOPPER AVE,SANTA ROSA,CA,95403,Sonoma,38.478709,-122.740891
/CA/RIVERSIDE/TEMECULA/CARTER-ESTATE-WINERY-AND-RESORT-LLC/,CARTER ESTATE WINERY AND RESORT LLC,CARTER ESTATE WINERY AND RESORT LLC,CA-W-21751,34450 RANCHO CALIFORNIA RD,TEMECULA,CA,92591,RIVERSIDE,33.53252,-117.058031
/CA/Napa/NAPA/YOUNT-RIDGE-CELLARS-LLC/,YOUNT RIDGE CELLARS LLC,YOUNT RIDGE CELLARS LLC,CA-W-21752,5055 SOLANO AVE,NAPA,CA,94558,Napa,38.354007,-122.335004
/CA/Napa/NAPA/QUIXOTE-WINERY/,QUIXOTE WINERY,QUIXOTE INC.,CA-W-21753,6126 SILVERADO TRL,NAPA,CA,94558,Napa,38.417886,-122.323317
/CA/SANTA-BARBARA/BUELLTON/CENT-ANNI/,CENT' ANNI,KELLNER VINEYARDS LLC,CA-W-21754,59 INDUSTRIAL WAY,BUELLTON,CA,93427,SANTA BARBARA,34.611136,-120.202758
/CA/Sonoma/SANTA-ROSA/SPELL-ESTATE-LLC/,SPELL ESTATE LLC,SPELL ESTATE LLC,CA-W-21755,3358 COFFEY LN,SANTA ROSA,CA,95403,Sonoma,38.472264,-122.743189
/CA/Humboldt/EUREKA/HUMBOLDT-HONEY-WINES/,HUMBOLDT HONEY WINES,PAUL LESLIE AND HEIDI LESLIE,CA-W-21756,130 W 4TH ST,EUREKA,CA,95501,Humboldt,40.801902,-124.174371
/CA/Sonoma/SANTA-ROSA/GREGORY-JAMES-WINES/,GREGORY JAMES WINES,PINES PARTNERS LLC,CA-W-21757,3358 COFFEY LN,SANTA ROSA,CA,95403,Sonoma,38.472264,-122.743189
/CA/Napa/NAPA/B-WISE-VINEYARDS-LLC/,B WISE VINEYARDS LLC,B WISE VINEYARDS LLC,CA-W-21758,270 KREUZER LN,NAPA,CA,94559,Napa,38.28715,-122.236146
/CA/SAN-LUIS-OPISPO/SAN-LUIS-OBISPO/DEPAOLA-VINEYARDS/,DEPAOLA VINEYARDS,TRES NINOS VINEYARD LLC,CA-W-21759,2885 S HIGUERA ST,SAN LUIS OBISPO,CA,93401,SAN LUIS OPISPO,35.261532,-120.669263
/CA/MONTEREY/SOLEDAD/WRATH-WINES/,WRATH WINES,SAN SABA VINEYARDS INC.,CA-W-2176,35801 FOOTHILL RD,SOLEDAD,CA,93960,MONTEREY,36.409149,-121.385316
/CA//PLYMOUTH/RANCHO-VICTORIA-VINEYARD/,RANCHO VICTORIA VINEYARD,RANCHO VICTORIA VINEYARD LLC,CA-W-21760,16920 GREILICH RD,PLYMOUTH,CA,95669,,38.46295,-120.888948
/CA/SAN-JOAQUIN/TRACY/WINDMILL-RIDGE-WINERY/,WINDMILL RIDGE WINERY,WINDMILL RIDGE ENTERPRISES INC.,CA-W-21761,8350 W LINNE RD,TRACY,CA,95304,SAN JOAQUIN,37.695715,-121.408551
/CA/SAN-MATEO/SAN-CARLOS/REDWOOD-COAST-CIDER-LLC/,REDWOOD COAST CIDER LLC,REDWOOD COAST CIDER LLC,CA-W-21762,821 CHERRY LN,SAN CARLOS,CA,94070,SAN MATEO,37.51032,-122.253184
/CA/Sonoma/SONOMA/SMITH-STORY-WINE-CELLARS/,SMITH STORY WINE CELLARS,SMITH STORY WINE CELLARS INC,CA-W-21763,21692 E 8TH ST,SONOMA,CA,95476,Sonoma,38.258972,-122.439558
/CA/Sonoma/SEBASTOPOL/ZIALENA-WINES/,ZIALENA WINES,ML WINES LLC,CA-W-21764,2064 GRAVENSTEIN HWY NORTH BLDG 2,SEBASTOPOL,CA,95472,Sonoma,38.424216,-122.848438
/CA/SAN-FRANCISCO/SAN-FRANCISCO/MAGIC-BAG-MEADERY/,MAGIC BAG MEADERY,MAGIC BAG MEADERY LLC,CA-W-21765,1180 SHAFTER AVE,SAN FRANCISCO,CA,94124,SAN FRANCISCO,37.726802,-122.382698
/CA/Sonoma/SEBASTOPOL/WAYFARER/,WAYFARER,PAHLMEYER LLC,CA-W-21766,2064 GRAVENSTEIN HWY N.,SEBASTOPOL,CA,95472,Sonoma,38.424216,-122.848438
/CA/Napa/NAPA/CENTURION-FAMILY-VINEYARD/,CENTURION FAMILY VINEYARD,CENTURION FAMILY VINEYARD LLC,CA-W-21767,110 CAMINO ORUGA,NAPA,CA,94558,Napa,38.229202,-122.255733
/CA/SACRAMENTO/SACRAMENTO/HERINGER-ESTATES/,HERINGER ESTATES,HERINGER ESTATES LLC,CA-W-21768,8981 DISTRICT CT,SACRAMENTO,CA,95826,SACRAMENTO,38.528531,-121.371753
/CA/Napa/NAPA/COVERT-ESTATE/,COVERT ESTATE,XVCH LLC,CA-W-21769,15 CHATEAU LN,NAPA,CA,94558,Napa,38.306995,-122.247004
/CA/USA/SCOTTSDALE/TWISTED-ROSE/,TWISTED ROSE,TWISTED DAISY LLC,CA-W-21770,15040 N NORTHSIGHT BLVD,SCOTTSDALE,CA,85050,USA,33.622225,-111.89765
/CA/Contra-Costa/ORINDA/MEADOW-VIEW-WINERY/,MEADOW VIEW WINERY,WILLIAM J. ENGLISH,CA-W-21771,81 MEADOW VIEW RD,ORINDA,CA,94563,Contra Costa,37.87948,-122.157345
/CA/SANTA-BARBARA/BUELLTON/MAIL-ROAD-WINES/,MAIL ROAD WINES,PALMERPIAZZA LLC,CA-W-21772,75 LOS PADRES WAY,BUELLTON,CA,93427,SANTA BARBARA,34.625656,-120.185846
/CA/Sonoma/FORESTVILLE/AGRESTIC/,AGRESTIC,BROWN BAG BEVERAGES LLC,CA-W-21773,9287 TORRS WAY,FORESTVILLE,CA,95436,Sonoma,38.467124,-122.878489
/CA/SAN-FRANCISCO/SAN-FRANCISCO/HERSLY-WINES/,HERSLY WINES,HERSLY WINES LLC,CA-W-21774,540 BARNEVELD AVE,SAN FRANCISCO,CA,94124,SAN FRANCISCO,37.740601,-122.404579
/CA/RIVERSIDE/MURRIETA/STOALOS-VINEYARDS/,STOALOS VINEYARDS,STOALOS INVESTMENTS GROUP LLC,CA-W-21775,21630 AVENIDA DE ARBOLES,MURRIETA,CA,92562,RIVERSIDE,33.568118,-117.287792
/CA//SAN-DIEGO/MATTHEW-RICHARDS-CELLARS/,MATTHEW RICHARDS CELLARS,MATTHEW RICHARDS,CA-W-21776,1466 F ST,SAN DIEGO,CA,92101,,32.714006,-117.150944
